title,rating,year,actors,runtime,url
Gülen Gözler,8.5,1977,Münir Özkul;Adile Nasit;Halit Akçatepe;Müjde Ar,97,https://www.imdb.com/title/tt0289967/
Cross of Iron,7.5,1977,James Coburn;Maximilian Schell;James Mason;David Warner,132,https://www.imdb.com/title/tt0074695/
Amar Akbar Anthony,7.5,1977,Vinod Khanna;Rishi Kapoor;Amitabh Bachchan;Shabana Azmi,184,https://www.imdb.com/title/tt0075669/
Hababam Sinifi Uyaniyor,8.8,1977,Tayfun Akalin;Tuncay Akça;Halit Akçatepe;Sitki Akçatepe,94,https://www.imdb.com/title/tt0252490/
Saban Oglu Saban,8.8,1977,Kemal Sunal;Halit Akçatepe;Sener Sen;Sevda Aktolga,90,https://www.imdb.com/title/tt0253614/
Annie Hall,8.0,1977,Woody Allen;Diane Keaton;Tony Roberts;Carol Kane,93,https://www.imdb.com/title/tt0075686/
3 Women,7.8,1977,Shelley Duvall;Sissy Spacek;Janice Rule;Robert Fortier,124,https://www.imdb.com/title/tt0075612/
Opening Night,8.0,1977,Gena Rowlands;John Cassavetes;Ben Gazzara;Joan Blondell,144,https://www.imdb.com/title/tt0079672/
Hababam Sinifi Tatilde,8.7,1977,Sevda Aktolga;Ahmet Ariman;Filiz Bozkurt;Aysen Gruda,97,https://www.imdb.com/title/tt0252489/
Stroszek,7.9,1977,Bruno S.;Eva Mattes;Clemens Scheitz;Wilhelm von Homburg,115,https://www.imdb.com/title/tt0075276/
Çöpçüler Krali,8.6,1977,Kemal Sunal;Sener Sen;Aysen Gruda;Ihsan Yüce,80,https://www.imdb.com/title/tt0253997/
Soldaat van Oranje,7.7,1977,Rutger Hauer;Jeroen Krabbé;Susan Penhaligon;Edward Fox,152,https://www.imdb.com/title/tt0076734/
Voskhozhdenie,8.3,1977,Boris Plotnikov;Vladimir Gostyukhin;Sergey Yakovlev;Lyudmila Polyakova,111,https://www.imdb.com/title/tt0075404/
Sluzhebnyy roman,8.3,1977,Alisa Freyndlikh;Andrey Myagkov;Svetlana Nemolyaeva;Oleg Basilashvili,159,https://www.imdb.com/title/tt0076727/
Konvooi van de angst,7.7,1977,Roy Scheider;Bruno Cremer;Francisco Rabal;Amidou,121,https://www.imdb.com/title/tt0076740/
L'albero degli zoccoli,7.9,1978,Luigi Ornaghi;Francesca Moriggi;Omar Brignoli;Antonio Ferrari,186,https://www.imdb.com/title/tt0077138/
Kibar Feyzo,8.7,1978,Kemal Sunal;Sener Sen;Ilyas Salman;Adile Nasit,83,https://www.imdb.com/title/tt0252597/
Neseli Günler,8.7,1978,Münir Özkul;Adile Nasit;Sener Sen;Aysen Gruda,92,https://www.imdb.com/title/tt0765833/
Midnight Express,7.6,1978,Brad Davis;Irene Miracle;Bo Hopkins;Paolo Bonacelli,121,https://www.imdb.com/title/tt0077928/
Waterschapsheuvel,7.6,1978,John Hubley;John Hurt;Richard Briers;Ralph Richardson;Michael Graham Cox,91,https://www.imdb.com/title/tt0078480/
Dawn of the Dead,7.9,1978,David Emge;Ken Foree;Scott H. Reiniger;Gaylen Ross,127,https://www.imdb.com/title/tt0077402/
Straight Time,7.4,1978,Dustin Hoffman;Dustin Hoffman;Theresa Russell;Gary Busey;Harry Dean Stanton,114,https://www.imdb.com/title/tt0078326/
The Silent Partner,7.4,1978,Elliott Gould;Christopher Plummer;Susannah York;Céline Lomez,106,https://www.imdb.com/title/tt0078269/
Days of Heaven,7.8,1978,Richard Gere;Brooke Adams;Sam Shepard;Linda Manz,94,https://www.imdb.com/title/tt0077405/
Se ying diu sau,7.4,1978,Jackie Chan;Siu-Tin Yuen;Jang-Lee Hwang;Dean Shek,97,https://www.imdb.com/title/tt0078252/
Invasion of the Body Snatchers,7.4,1978,Donald Sutherland;Brooke Adams;Jeff Goldblum;Veronica Cartwright,115,https://www.imdb.com/title/tt0077745/
Don,7.8,1978,Amitabh Bachchan;Zeenat Aman;Pran;Iftekhar,175,https://www.imdb.com/title/tt0077451/
Interiors,7.4,1978,Diane Keaton;Geraldine Page;Kristin Griffith;Mary Beth Hurt,92,https://www.imdb.com/title/tt0077742/
Hababam Sinifi Dokuz Doguruyor,7.3,1978,Münir Özkul;Adile Nasit;Sener Sen;Perran Kutman,88,https://www.imdb.com/title/tt0289968/
Killer of Sheep,7.3,1978,Henry G. Sanders;Kaycee Moore;Charles Bracy;Angela Burnett,80,https://www.imdb.com/title/tt0076263/
Zui quan,7.5,1978,Jackie Chan;Siu-Tin Yuen;Jang-Lee Hwang;Dean Shek,111,https://www.imdb.com/title/tt0080179/
Coming Home,7.3,1978,Jane Fonda;Jon Voight;Bruce Dern;Penelope Milford,127,https://www.imdb.com/title/tt0077362/
Höstsonaten,8.2,1978,Ingrid Bergman;Liv Ullmann;Lena Nyman;Halvar Björk,99,https://www.imdb.com/title/tt0077711/
Death on the Nile,7.3,1978,Peter Ustinov;Mia Farrow;Simon MacCorkindale;Jane Birkin,140,https://www.imdb.com/title/tt0077413/
The Deer Hunter,8.1,1978,Robert De Niro;Christopher Walken;John Cazale;John Savage,183,https://www.imdb.com/title/tt0077416/
Blue Collar,7.5,1978,Richard Pryor;Harvey Keitel;Yaphet Kotto;Ed Begley Jr.,114,https://www.imdb.com/title/tt0077248/
National Lampoon's Animal House,7.5,1978,John Belushi;Karen Allen;Tom Hulce;Stephen Furst,109,https://www.imdb.com/title/tt0077975/
Selvi Boylum Al Yazmalim,8.6,1978,Türkan Soray;Kadir Inanir;Ahmet Mekin;Hülya Tuglu,90,https://www.imdb.com/title/tt0263975/
La Cage aux folles,7.3,1978,Ugo Tognazzi;Michel Serrault;Claire Maurier;Rémi Laurent,97,https://www.imdb.com/title/tt0077288/
Yüz Numarali Adam,7.7,1978,Kemal Sunal;Oya Aydogan;Cem Erman;Ali Sen,79,https://www.imdb.com/title/tt0253970/
Superman,7.3,1978,Christopher Reeve;Margot Kidder;Gene Hackman;Marlon Brando,143,https://www.imdb.com/title/tt0078346/
Halloween,7.7,1978,Donald Pleasence;Jamie Lee Curtis;Tony Moran;Nancy Kyes,91,https://www.imdb.com/title/tt0077651/
Shao Lin san shi liu fang,7.7,1978,Chia-Hui Liu;Lieh Lo;Yue Wong;Chia-Yung Liu,116,https://www.imdb.com/title/tt0078243/
Buffet Froid,7.4,1979,Gérard Depardieu;Bernard Blier;Jean Carmet;Denise Gence,89,https://www.imdb.com/title/tt0078913/
The Black Stallion,7.4,1979,Kelly Reno;Mickey Rooney;Teri Garr;Clarence Muse,118,https://www.imdb.com/title/tt0078872/
Les bronzés font du ski,7.4,1979,Josiane Balasko;Michel Blanc;Marie-Anne Chazel;Christian Clavier,90,https://www.imdb.com/title/tt0078907/
...and justice for all.,7.4,1979,Al Pacino;Jack Warden;John Forsythe;Lee Strasberg,119,https://www.imdb.com/title/tt0078718/
Breaking Away,7.7,1979,Dennis Christopher;Dennis Quaid;Daniel Stern;Jackie Earle Haley,101,https://www.imdb.com/title/tt0078902/
Kramer vs. Kramer,7.8,1979,Dustin Hoffman;Meryl Streep;Jane Alexander;Justin Henry,105,https://www.imdb.com/title/tt0079417/
Fukushû suru wa ware ni ari,7.8,1979,Ken Ogata;Rentarô Mikuni;Chôchô Miyako;Mitsuko Baishô,140,https://www.imdb.com/title/tt0079182/
Die Ehe der Maria Braun,7.8,1979,Hanna Schygulla;Klaus Löwitsch;Ivan Desny;Gisela Uhlen,120,https://www.imdb.com/title/tt0079095/
Being There,8.0,1979,Peter Sellers;Shirley MacLaine;Melvyn Douglas;Jack Warden,130,https://www.imdb.com/title/tt0078841/
Monty Python's Life of Brian,8.1,1979,Graham Chapman;John Cleese;Michael Palin;Terry Gilliam,94,https://www.imdb.com/title/tt0079470/
Stalker,8.1,1979,Alisa Freyndlikh;Aleksandr Kaydanovskiy;Anatoliy Solonitsyn;Nikolay Grinko,162,https://www.imdb.com/title/tt0079944/
Korkusuz Korkak,8.1,1979,Kemal Sunal;Aysen Atav;Turgut Özatay;Nejat Gürçen,77,https://www.imdb.com/title/tt0252611/
Bekçiler Krali,7.7,1979,Kemal Sunal;Semra Türel;Reha Yurdakul;Ekrem Dümer,82,https://www.imdb.com/title/tt0252269/
The China Syndrome,7.4,1979,Jane Fonda;Jack Lemmon;Michael Douglas;Scott Brady,122,https://www.imdb.com/title/tt0078966/
Escape from Alcatraz,7.6,1979,Clint Eastwood;Patrick McGoohan;Roberts Blossom;Jack Thibeau,112,https://www.imdb.com/title/tt0079116/
The Wanderers,7.4,1979,Ken Wahl;Karen Allen;John Friedrich;Toni Kalem,112,https://www.imdb.com/title/tt0080117/
Tess,7.3,1979,Nastassja Kinski;Peter Firth;Leigh Lawson;John Collin,186,https://www.imdb.com/title/tt0080009/
Rocky II,7.3,1979,Sylvester Stallone;Talia Shire;Burt Young;Carl Weathers,119,https://www.imdb.com/title/tt0079817/
Quadrophenia,7.3,1979,Phil Daniels;Leslie Ash;Phil Davis;Mark Wingett,120,https://www.imdb.com/title/tt0079766/
Norma Rae,7.3,1979,Sally Field;Beau Bridges;Ron Leibman;Pat Hingle,114,https://www.imdb.com/title/tt0079638/
Over the Edge,7.4,1979,Matt Dillon;Michael Eric Kramer;Pamela Ludwig;Vincent Spano,95,https://www.imdb.com/title/tt0079688/
Nosferatu: Phantom der Nacht,7.5,1979,Klaus Kinski;Isabelle Adjani;Bruno Ganz;Roland Topor,107,https://www.imdb.com/title/tt0079641/
Hair,7.6,1979,John Savage;Treat Williams;Beverly D'Angelo;Annie Golden,121,https://www.imdb.com/title/tt0079261/
A Little Romance,7.5,1979,Laurence Olivier;Diane Lane;Thelonious Bernard;Arthur Hill,110,https://www.imdb.com/title/tt0079477/
Alien,8.4,1979,Sigourney Weaver;Tom Skerritt;John Hurt;Veronica Cartwright,117,https://www.imdb.com/title/tt0078748/
Apocalypse Now,8.4,1979,Martin Sheen;Marlon Brando;Robert Duvall;Frederic Forrest,147,https://www.imdb.com/title/tt0078788/
Golmaal,8.5,1979,Amol Palekar;Bindiya Goswami;Deven Verma;Shubha Khote,120,https://www.imdb.com/title/tt0079221/
Manhattan,7.9,1979,Woody Allen;Diane Keaton;Mariel Hemingway;Michael Murphy,96,https://www.imdb.com/title/tt0079522/
Amator,7.9,1979,Jerzy Stuhr;Malgorzata Zabkowska;Ewa Pokas;Stefan Czyzewski,112,https://www.imdb.com/title/tt0078763/
All That Jazz,7.9,1979,Roy Scheider;Jessica Lange;Ann Reinking;Leland Palmer,123,https://www.imdb.com/title/tt0078754/
Die Blechtrommel,7.5,1979,David Bennent;Mario Adorf;Angela Winkler;Katharina Thalbach,142,https://www.imdb.com/title/tt0078875/
The Muppet Movie,7.6,1979,Jim Henson;Frank Oz;Jerry Nelson;Richard Hunt,95,https://www.imdb.com/title/tt0079588/
The In-Laws,7.3,1979,Peter Falk;Alan Arkin;Richard Libertini;Nancy Dussault,103,https://www.imdb.com/title/tt0079336/
Scum,7.6,1979,Ray Winstone;Mick Ford;Julian Firth;John Blundell,98,https://www.imdb.com/title/tt0079871/
De Verborgen Stad,7.6,1979,Yasuo Yamada;Eiko Masuyama;Kiyoshi Kobayashi;Makio Inoue,100,https://www.imdb.com/title/tt0079833/
The Warriors,7.6,1979,Michael Beck;James Remar;Dorsey Wright;Brian Tyler,92,https://www.imdb.com/title/tt0080120/
Il bisbetico domato,7.7,1980,Giuseppe Moccia;Adriano Celentano;Ornella Muti;Edith Peters;Pippo Santonastaso,107,https://www.imdb.com/title/tt0080439/
Mon oncle d'Amérique,7.7,1980,Gérard Depardieu;Nicole Garcia;Roger Pierre;Nelly Borgeaud,125,https://www.imdb.com/title/tt0081176/
Ordinary People,7.7,1980,Donald Sutherland;Mary Tyler Moore;Judd Hirsch;Timothy Hutton,124,https://www.imdb.com/title/tt0081283/
Pixote: A Lei do Mais Fraco,8.0,1980,Fernando Ramos da Silva;Jorge Julião;Gilberto Moura;Edilson Lino,128,https://www.imdb.com/title/tt0082912/
Kagemusha,8.0,1980,Tatsuya Nakadai;Tsutomu Yamazaki;Ken'ichi Hagiwara;Jinpachi Nezu,180,https://www.imdb.com/title/tt0080979/
Coal Miner's Daughter,7.5,1980,Sissy Spacek;Tommy Lee Jones;Levon Helm;Phyllis Boyens-Liptak,124,https://www.imdb.com/title/tt0080549/
Banker Bilo,7.6,1980,Ilyas Salman;Meral Zeren;Sener Sen;Ahu Tugba,85,https://www.imdb.com/title/tt0263102/
The Shining,8.4,1980,Jack Nicholson;Shelley Duvall;Danny Lloyd;Scatman Crothers,146,https://www.imdb.com/title/tt0081505/
Zübük,8.6,1980,Kemal Sunal;Nevra Serezli;Kadir Savun;Bülent Kayabas,88,https://www.imdb.com/title/tt0253991/
Star Wars: Episode V - The Empire Strikes Back,8.7,1980,Mark Hamill;Harrison Ford;Carrie Fisher;Billy Dee Williams,124,https://www.imdb.com/title/tt0080684/
Ko to tamo peva,8.9,1980,Pavle Vuisic;Dragan Nikolic;Danilo 'Bata' Stojkovic;Aleksandar Bercek,86,https://www.imdb.com/title/tt0076276/
The Blues Brothers,7.9,1980,John Belushi;Dan Aykroyd;Cab Calloway;John Candy,133,https://www.imdb.com/title/tt0080455/
'Breaker' Morant,7.9,1980,Edward Woodward;Jack Thompson;John Waters;Bryan Brown,107,https://www.imdb.com/title/tt0080310/
Shogun Assassin,7.4,1980,Kenji Misumi;Tomisaburô Wakayama;Kayo Matsuo;Minoru Ôki;Shôgen Nitta,85,https://www.imdb.com/title/tt0081506/
Le dernier métro,7.4,1980,Catherine Deneuve;Gérard Depardieu;Jean Poiret;Andréa Ferréol,131,https://www.imdb.com/title/tt0080610/
Omar Mukhtar: Lion of the Desert,8.3,1980,Anthony Quinn;Oliver Reed;Rod Steiger;Irene Papas,173,https://www.imdb.com/title/tt0081059/
Raging Bull,8.2,1980,Robert De Niro;Cathy Moriarty;Joe Pesci;Frank Vincent,129,https://www.imdb.com/title/tt0081398/
Airplane!,7.7,1980,David Zucker;Jerry Zucker;Robert Hays;Julie Hagerty;Leslie Nielsen;Kareem Abdul-Jabbar,88,https://www.imdb.com/title/tt0080339/
Moskva slezam ne verit,8.1,1980,Vera Alentova;Aleksey Batalov;Irina Muravyova;Aleksandr Fatyushin,150,https://www.imdb.com/title/tt0079579/
Stardust Memories,7.3,1980,Woody Allen;Charlotte Rampling;Jessica Harper;Marie-Christine Barrault,89,https://www.imdb.com/title/tt0081554/
The Gods Must Be Crazy,7.3,1980,N!xau;Marius Weyers;Sandra Prinsloo;Louw Verwey,109,https://www.imdb.com/title/tt0080801/
The Elephant Man,8.1,1980,Anthony Hopkins;John Hurt;Anne Bancroft;John Gielgud,124,https://www.imdb.com/title/tt0080678/
Caddyshack,7.3,1980,Chevy Chase;Rodney Dangerfield;Bill Murray;Ted Knight,98,https://www.imdb.com/title/tt0080487/
The Long Good Friday,7.6,1980,Bob Hoskins;Helen Mirren;Paul Freeman;Leo Dolan,114,https://www.imdb.com/title/tt0081070/
Atlantic City,7.3,1980,Burt Lancaster;Susan Sarandon;Kate Reid;Michel Piccoli,104,https://www.imdb.com/title/tt0080388/
La femme d'à côté,7.3,1981,Gérard Depardieu;Fanny Ardant;Henri Garcin;Michèle Baumgartner,106,https://www.imdb.com/title/tt0082370/
La guerre du feu,7.3,1981,Everett McGill;Ron Perlman;Nicholas Kadi;Rae Dawn Chong,100,https://www.imdb.com/title/tt0082484/
Possession,7.4,1981,Isabelle Adjani;Sam Neill;Margit Carstensen;Heinz Bennent,124,https://www.imdb.com/title/tt0082933/
Ragtime,7.3,1981,James Cagney;Elizabeth McGovern;Howard E. Rollins Jr.;Brad Dourif,155,https://www.imdb.com/title/tt0082970/
Davaro: Son Eskiya,8.1,1981,Kemal Sunal;Sener Sen;Pembe Mutlu;Aysen Gruda,94,https://www.imdb.com/title/tt0252361/
Excalibur,7.4,1981,Nigel Terry;Helen Mirren;Nicholas Clay;Cherie Lunghi,140,https://www.imdb.com/title/tt0082348/
Indiana Jones and the Raiders of the Lost Ark,8.4,1981,Harrison Ford;Karen Allen;Paul Freeman;John Rhys-Davies,115,https://www.imdb.com/title/tt0082971/
Body Heat,7.4,1981,William Hurt;Kathleen Turner;Richard Crenna;Ted Danson,113,https://www.imdb.com/title/tt0082089/
Reds,7.3,1981,Warren Beatty;Diane Keaton;Edward Herrmann;Jerzy Kosinski,195,https://www.imdb.com/title/tt0082979/
Mephisto,7.8,1981,Klaus Maria Brandauer;Krystyna Janda;Ildikó Bánsági;Rolf Hoppe,144,https://www.imdb.com/title/tt0082736/
Gallipoli,7.4,1981,Mel Gibson;Mark Lee;Bill Kerr;Harold Hopkins,110,https://www.imdb.com/title/tt0082432/
The Fox and the Hound,7.3,1981,Richard Rich;Art Stevens;David Hand;Wolfgang Reitherman;Mickey Rooney;Kurt Russell;Pearl Bailey;Jack Albertson,83,https://www.imdb.com/title/tt0082406/
Thief,7.4,1981,James Caan;Tuesday Weld;Willie Nelson;Jim Belushi,123,https://www.imdb.com/title/tt0083190/
Mis,8.2,1981,Stanislaw Tym;Barbara Burska;Christine Paul;Krzysztof Kowalewski,111,https://www.imdb.com/title/tt0082755/
"Sjecas li se, Dolly Bell",7.6,1981,Slavko Stimac;Slobodan Aligrudic;Ljiljana Blagojevic;Mira Banjac,110,https://www.imdb.com/title/tt0083089/
On Golden Pond,7.6,1981,Katharine Hepburn;Henry Fonda;Jane Fonda;Doug McKeon,109,https://www.imdb.com/title/tt0082846/
Üç Kagitçi,7.7,1981,Kemal Sunal;Ülkü Özen;Ali Sen;Turgut Özatay,88,https://www.imdb.com/title/tt0254001/
An American Werewolf in London,7.5,1981,David Naughton;Jenny Agutter;Joe Belcher;Griffin Dunne,97,https://www.imdb.com/title/tt0082010/
Coup de torchon,7.5,1981,Philippe Noiret;Isabelle Huppert;Stéphane Audran;Jean-Pierre Marielle,128,https://www.imdb.com/title/tt0082206/
Lola,7.5,1981,Barbara Sukowa;Armin Mueller-Stahl;Mario Adorf;Matthias Fuchs,115,https://www.imdb.com/title/tt0082671/
Christiane F. - Wir Kinder vom Bahnhof Zoo,7.6,1981,Natja Brunckhorst;Eberhard Auriga;Peggy Bussieck;Lothar Chamski,138,https://www.imdb.com/title/tt0082176/
Prince of the City,7.5,1981,Treat Williams;Jerry Orbach;Richard Foronjy;Don Billett,167,https://www.imdb.com/title/tt0082945/
Le professionnel,7.5,1981,Jean-Paul Belmondo;Jean Desailly;Cyrielle Clair;Marie-Christine Descouard,108,https://www.imdb.com/title/tt0082949/
The Evil Dead,7.5,1981,Bruce Campbell;Ellen Sandweiss;Richard DeManincor;Betsy Baker,85,https://www.imdb.com/title/tt0083907/
Vuk,8.3,1981,Judit Pogány;József Gyabronka;Teri Földi;Gyula Szabó,79,https://www.imdb.com/title/tt0131636/
Das Boot,8.3,1981,Jürgen Prochnow;Herbert Grönemeyer;Klaus Wennemann;Hubertus Bengsch,149,https://www.imdb.com/title/tt0082096/
Mad Max 2,7.6,1981,Mel Gibson;Bruce Spence;Michael Preston;Max Phipps,96,https://www.imdb.com/title/tt0082694/
La chèvre,7.3,1981,Pierre Richard;Gérard Depardieu;Pedro Armendáriz Jr.;Corynne Charbit,90,https://www.imdb.com/title/tt0082183/
My Dinner with Andre,7.8,1981,Andre Gregory;Wallace Shawn;Jean Lenauer;Roy Butler,110,https://www.imdb.com/title/tt0082783/
Blow Out,7.4,1981,John Travolta;Nancy Allen;John Lithgow;Dennis Franz,108,https://www.imdb.com/title/tt0082085/
Angoor,8.3,1982,Sanjeev Kumar;Moushumi Chatterjee;Deven Verma;Aruna Irani,131,https://www.imdb.com/title/tt0215517/
The Last Unicorn,7.4,1982,Arthur Rankin Jr.;Jeff Bridges;Mia Farrow;Angela Lansbury;Alan Arkin,92,https://www.imdb.com/title/tt0084237/
Fitzcarraldo,8.1,1982,Klaus Kinski;Claudia Cardinale;José Lewgoy;Miguel Ángel Fuentes,158,https://www.imdb.com/title/tt0083946/
Fanny och Alexander,8.1,1982,Bertil Guve;Pernilla Allwin;Kristina Adolphson;Börje Ahlstedt,188,https://www.imdb.com/title/tt0083922/
Blade Runner,8.1,1982,Harrison Ford;Rutger Hauer;Sean Young;Edward James Olmos,117,https://www.imdb.com/title/tt0083658/
Victor Victoria,7.6,1982,Julie Andrews;James Garner;Robert Preston;Lesley Ann Warren,134,https://www.imdb.com/title/tt0084865/
Sophie's Choice,7.6,1982,Meryl Streep;Kevin Kline;Peter MacNicol;Rita Karin,150,https://www.imdb.com/title/tt0084707/
The Secret of NIMH,7.6,1982,Elizabeth Hartman;Derek Jacobi;Dom DeLuise;Arthur Malet,82,https://www.imdb.com/title/tt0084649/
Çiçek Abbas,8.1,1982,Ilyas Salman;Sener Sen;Aysen Gruda;Pembe Mutlu,87,https://www.imdb.com/title/tt0263208/
Le père Noël est une ordure,7.6,1982,Anémone;Josiane Balasko;Marie-Anne Chazel;Christian Clavier,88,https://www.imdb.com/title/tt0084555/
The Draughtsman's Contract,7.3,1982,Anthony Higgins;Janet Suzman;Anne-Louise Lambert;Hugh Fraser,108,https://www.imdb.com/title/tt0083851/
Frances,7.3,1982,Jessica Lange;Sam Shepard;Kim Stanley;Bart Burns,140,https://www.imdb.com/title/tt0083967/
The Man from Snowy River,7.3,1982,Kirk Douglas;Tom Burlinson;Terence Donovan;Tommy Dysart,102,https://www.imdb.com/title/tt0084296/
Poltergeist,7.3,1982,JoBeth Williams;Heather O'Rourke;Craig T. Nelson;Beatrice Straight,114,https://www.imdb.com/title/tt0084516/
Maratonci trce pocasni krug,8.9,1982,Bogdan Diklic;Danilo 'Bata' Stojkovic;Pavle Vuisic;Mija Aleksic,92,https://www.imdb.com/title/tt0084302/
E.T. the Extra-Terrestrial,7.8,1982,Henry Thomas;Drew Barrymore;Peter Coyote;Dee Wallace,115,https://www.imdb.com/title/tt0083866/
Les maîtres du temps,7.4,1982,Jean Valmont;Michel Elias;Frédéric Legros;Yves-Marie Maurin,78,https://www.imdb.com/title/tt0084315/
My Favorite Year,7.4,1982,Peter O'Toole;Mark Linn-Baker;Jessica Harper;Joseph Bologna,92,https://www.imdb.com/title/tt0084370/
Tootsie,7.4,1982,Dustin Hoffman;Jessica Lange;Teri Garr;Dabney Coleman,116,https://www.imdb.com/title/tt0084805/
First Blood,7.7,1982,Sylvester Stallone;Brian Dennehy;Richard Crenna;Bill McKinney,93,https://www.imdb.com/title/tt0083944/
Missing,7.7,1982,Jack Lemmon;Sissy Spacek;Melanie Mayron;John Shea,122,https://www.imdb.com/title/tt0084335/
Star Trek II: The Wrath of Khan,7.7,1982,William Shatner;Leonard Nimoy;DeForest Kelley;James Doohan,113,https://www.imdb.com/title/tt0084726/
The Verdict,7.7,1982,Paul Newman;Charlotte Rampling;Jack Warden;James Mason,129,https://www.imdb.com/title/tt0084855/
The Plague Dogs,7.8,1982,John Hurt;Christopher Benjamin;James Bolam;Nigel Hawthorne,103,https://www.imdb.com/title/tt0084509/
Die Sehnsucht der Veronika Voss,7.8,1982,Rosel Zech;Hilmar Thate;Cornelia Froboess;Annemarie Düringer,104,https://www.imdb.com/title/tt0084654/
The King of Comedy,7.8,1982,Robert De Niro;Jerry Lewis;Diahnne Abbott;Sandra Bernhard,109,https://www.imdb.com/title/tt0085794/
Pink Floyd: The Wall,8.0,1982,Bob Geldof;Christine Hargreaves;James Laurenson;Eleanor David,95,https://www.imdb.com/title/tt0084503/
Gandhi,8.0,1982,Ben Kingsley;John Gielgud;Rohini Hattangadi;Roshan Seth,191,https://www.imdb.com/title/tt0083987/
The Thing,8.1,1982,Kurt Russell;Wilford Brimley;Keith David;Richard Masur,109,https://www.imdb.com/title/tt0084787/
Yol,8.1,1982,Yilmaz Güney;Tarik Akan;Serif Sezer;Halil Ergün;Meral Orhonsay,114,https://www.imdb.com/title/tt0084934/
Yedi Bela Hüsnü,7.7,1983,Kemal Sunal;Oya Aydogan;Erhan Abir;Ajlan Aktug,84,https://www.imdb.com/title/tt0253963/
Never Cry Wolf,7.5,1983,Charles Martin Smith;Brian Dennehy;Zachary Ittimangnaq;Samson Jorah,105,https://www.imdb.com/title/tt0086005/
The Right Stuff,7.8,1983,Sam Shepard;Scott Glenn;Ed Harris;Dennis Quaid,193,https://www.imdb.com/title/tt0086197/
The Dresser,7.6,1983,Albert Finney;Tom Courtenay;Edward Fox;Zena Walker,118,https://www.imdb.com/title/tt0085461/
Angst,7.3,1983,Erwin Leder;Robert Hunger-Bühler;Silvia Ryder;Karin Springer,87,https://www.imdb.com/title/tt0165623/
Jaane Bhi Do Yaaro,8.4,1983,Naseeruddin Shah;Ravi Baswani;Bhakti Barve;Satish Shah,132,https://www.imdb.com/title/tt0085743/
Merry Christmas Mr. Lawrence,7.3,1983,David Bowie;Tom Conti;Ryuichi Sakamoto;Takeshi Kitano,123,https://www.imdb.com/title/tt0085933/
Pauline à la plage,7.3,1983,Amanda Langlet;Arielle Dombasle;Pascal Greggory;Féodor Atkine,95,https://www.imdb.com/title/tt0086087/
Zelig,7.7,1983,Woody Allen;Mia Farrow;Patrick Horgan;John Buckwalter,79,https://www.imdb.com/title/tt0086637/
À nos amours,7.3,1983,Sandrine Bonnaire;Maurice Pialat;Christophe Odent;Dominique Besnehard,99,https://www.imdb.com/title/tt0086650/
Danton,7.5,1983,Gérard Depardieu;Wojciech Pszoniak;Anne Alvaro;Roland Blanche,136,https://www.imdb.com/title/tt0083789/
L'argent,7.5,1983,Christian Patey;Sylvie Van den Elsen;Michel Briguet;Vincent Risterucci,85,https://www.imdb.com/title/tt0085180/
Monty Python's the Meaning of Life,7.5,1983,Terry Gilliam;John Cleese;Terry Gilliam;Eric Idle;Terry Jones,107,https://www.imdb.com/title/tt0085959/
E la nave va,7.6,1983,Freddie Jones;Barbara Jefford;Victor Poletti;Peter Cellier,132,https://www.imdb.com/title/tt0087188/
Nostalgia,8.1,1983,Oleg Yankovskiy;Erland Josephson;Domiziana Giordano;Patrizia Terreno,125,https://www.imdb.com/title/tt0086022/
Trading Places,7.5,1983,Eddie Murphy;Dan Aykroyd;Ralph Bellamy;Don Ameche,116,https://www.imdb.com/title/tt0086465/
Hadashi no Gen,8.0,1983,Issei Miyazaki;Catherine Battistone;Yoshie Shimamura;Iona Morris,83,https://www.imdb.com/title/tt0085218/
Tender Mercies,7.4,1983,Robert Duvall;Tess Harper;Betty Buckley;Wilford Brimley,92,https://www.imdb.com/title/tt0086423/
Star Wars: Episode VI - Return of the Jedi,8.3,1983,Mark Hamill;Harrison Ford;Carrie Fisher;Billy Dee Williams,131,https://www.imdb.com/title/tt0086190/
Scarface,8.3,1983,Al Pacino;Michelle Pfeiffer;Steven Bauer;Mary Elizabeth Mastrantonio,170,https://www.imdb.com/title/tt0086250/
Tokatçi,7.8,1983,Kemal Sunal;Nazan Saatçi;Sevket Altug;Ali Sen,83,https://www.imdb.com/title/tt0253822/
Project A,7.4,1983,Sammo Kam-Bo Hung;Jackie Chan;Sammo Kam-Bo Hung;Biao Yuen;Dick Wei,105,https://www.imdb.com/title/tt0085127/
Local Hero,7.4,1983,Burt Lancaster;Peter Riegert;Fulton Mackay;Denis Lawson,111,https://www.imdb.com/title/tt0085859/
National Lampoon's Vacation,7.4,1983,Chevy Chase;Beverly D'Angelo;Imogene Coca;Randy Quaid,98,https://www.imdb.com/title/tt0085995/
Terms of Endearment,7.4,1983,Shirley MacLaine;Debra Winger;Jack Nicholson;Danny DeVito,132,https://www.imdb.com/title/tt0086425/
Sekerpare,8.0,1983,Ilyas Salman;Sener Sen;Yaprak Özdemiroglu;Aysen Gruda,90,https://www.imdb.com/title/tt0494823/
Narayama bushikô,7.9,1983,Ken Ogata;Sumiko Sakamoto;Tonpei Hidari;Aki Takejô,130,https://www.imdb.com/title/tt0084390/
