title,rating,year,actors,runtime,url
Abre los ojos,7.7,1997,Eduardo Noriega;Penélope Cruz;Chete Lera;Fele Martínez,119,https://www.imdb.com/title/tt0125659/
Vor,7.7,1997,Vladimir Mashkov;Yekaterina Rednikova;Mikhail Filipchuk;Dima Chigaryov,96,https://www.imdb.com/title/tt0124207/
Ta'm e guilass,7.8,1997,Homayoun Ershadi;Abdolrahman Bagheri;Afshin Khorshid Bakhtiari;Safar Ali Moradi,95,https://www.imdb.com/title/tt0120265/
Hana-bi,7.8,1997,Takeshi Kitano;Kayoko Kishimoto;Ren Ôsugi;Susumu Terajima,103,https://www.imdb.com/title/tt0119250/
Gattaca,7.8,1997,Ethan Hawke;Uma Thurman;Jude Law;Gore Vidal,106,https://www.imdb.com/title/tt0119177/
Lost Highway,7.6,1997,Bill Pullman;Patricia Arquette;John Roselius;Louis Eppolito,134,https://www.imdb.com/title/tt0116922/
Iruvar,8.5,1997,Mohanlal;Prakash Raj;Aishwarya Rai Bachchan;Gautami,140,https://www.imdb.com/title/tt0119385/
L.A. Confidential,8.2,1997,Kevin Spacey;Russell Crowe;Guy Pearce;Kim Basinger,138,https://www.imdb.com/title/tt0119488/
Ma vie en rose,7.6,1997,Georges Du Fresne;Michèle Laroque;Jean-Philippe Écoffey;Hélène Vincent,88,https://www.imdb.com/title/tt0119590/
Cure,7.4,1997,Masato Hagiwara;Kôji Yakusho;Tsuyoshi Ujiki;Anna Nakagawa,111,https://www.imdb.com/title/tt0123948/
Grosse Pointe Blank,7.3,1997,John Cusack;Minnie Driver;Dan Aykroyd;Joan Cusack,107,https://www.imdb.com/title/tt0119229/
Shin seiki Evangelion Gekijô-ban: Shito shinsei,7.4,1997,Masayuki;Kazuya Tsurumaki;Megumi Ogata;Megumi Hayashibara;Yûko Miyamura;Kotono Mitsuishi,101,https://www.imdb.com/title/tt0169880/
Unagi,7.4,1997,Kôji Yakusho;Misa Shimizu;Mitsuko Baishô;Akira Emoto,117,https://www.imdb.com/title/tt0120408/
The Ice Storm,7.4,1997,Kevin Kline;Joan Allen;Sigourney Weaver;Henry Czerny,112,https://www.imdb.com/title/tt0119349/
Deconstructing Harry,7.4,1997,Woody Allen;Judy Davis;Julia Louis-Dreyfus;Stephanie Roth Haberle,96,https://www.imdb.com/title/tt0118954/
Chachi 420,7.4,1997,Kamal Haasan;Amrish Puri;Om Puri;Tabu,155,https://www.imdb.com/title/tt0233422/
Carne trémula,7.4,1997,Liberto Rabal;Francesca Neri;Javier Bardem;Ángela Molina,103,https://www.imdb.com/title/tt0118819/
Funny Games,7.6,1997,Susanne Lothar;Ulrich Mühe;Arno Frisch;Frank Giering,108,https://www.imdb.com/title/tt0119167/
Eve's Bayou,7.3,1997,Samuel L. Jackson;Jurnee Smollett;Meagan Good;Lynn Whitfield,109,https://www.imdb.com/title/tt0119080/
Amistad,7.3,1997,Djimon Hounsou;Matthew McConaughey;Anthony Hopkins;Morgan Freeman,155,https://www.imdb.com/title/tt0118607/
Knockin' on Heaven's Door,7.9,1997,Til Schweiger;Jan Josef Liefers;Thierry van Werveke;Moritz Bleibtreu,87,https://www.imdb.com/title/tt0119472/
Three Men and a Leg,7.6,1997,Giacomo Poretti;Giovanni Storti;Massimo Venier;Aldo Baglio;Giovanni Storti;Giacomo Poretti;Marina Massironi,100,https://www.imdb.com/title/tt0135007/
Bacheha-Ye aseman,8.3,1997,Mohammad Amir Naji;Amir Farrokh Hashemian;Bahare Seddiqi;Nafise Jafar-Mohammadi,89,https://www.imdb.com/title/tt0118849/
Kiler,7.6,1997,Cezary Pazura;Malgorzata Kozuchowska;Jerzy Stuhr;Janusz Rewinski,104,https://www.imdb.com/title/tt0127626/
Border,7.9,1997,Sunny Deol;Sunil Shetty;Akshaye Khanna;Jackie Shroff,176,https://www.imdb.com/title/tt0118751/
Boogie Nights,7.9,1997,Mark Wahlberg;Julianne Moore;Burt Reynolds;Luis Guzmán,155,https://www.imdb.com/title/tt0118749/
Brat,8.0,1997,Sergey Bodrov;Viktor Sukhorukov;Svetlana Pismichenko;Mariya Zhukova,96,https://www.imdb.com/title/tt0118767/
Good Will Hunting,8.3,1997,Robin Williams;Matt Damon;Ben Affleck;Stellan Skarsgård,126,https://www.imdb.com/title/tt0119217/
Titanic,7.8,1997,Leonardo DiCaprio;Kate Winslet;Billy Zane;Kathy Bates,194,https://www.imdb.com/title/tt0120338/
Hercules,7.3,1997,John Musker;Tate Donovan;Susan Egan;James Woods;Josh Keaton,93,https://www.imdb.com/title/tt0119282/
Masumiyet,8.2,1997,Güven Kiraç;Haluk Bilginer;Derya Alabora;Yalcin Cakmak,110,https://www.imdb.com/title/tt0128332/
The Sweet Hereafter,7.5,1997,Ian Holm;Sarah Polley;Caerthan Banks;Tom McCamus,112,https://www.imdb.com/title/tt0120255/
Pâfekuto burû,8.0,1997,Junko Iwao;Rica Matsumoto;Shinpachi Tsuji;Masaaki Ôkura,81,https://www.imdb.com/title/tt0156887/
The Castle,7.7,1997,Michael Caton;Anne Tenney;Stephen Curry;Anthony Simcoe,85,https://www.imdb.com/title/tt0118826/
Chun gwong cha sit,7.7,1997,Leslie Cheung;Tony Chiu-Wai Leung;Chen Chang;Gregory Dayton,96,https://www.imdb.com/title/tt0118845/
Donnie Brasco,7.7,1997,Al Pacino;Johnny Depp;Michael Madsen;Bruno Kirby,127,https://www.imdb.com/title/tt0119008/
Het leven is mooi,8.6,1997,Roberto Benigni;Nicoletta Braschi;Giorgio Cantarini;Giustino Durano,116,https://www.imdb.com/title/tt0118799/
Men in Black,7.3,1997,Tommy Lee Jones;Will Smith;Linda Fiorentino;Vincent D'Onofrio,98,https://www.imdb.com/title/tt0119654/
Lawn Dogs,7.5,1997,Sam Rockwell;Kathleen Quinlan;Mischa Barton;Christopher McDonald,101,https://www.imdb.com/title/tt0119506/
Jackie Brown,7.5,1997,Pam Grier;Samuel L. Jackson;Robert Forster;Bridget Fonda,154,https://www.imdb.com/title/tt0119396/
The Fifth Element,7.7,1997,Bruce Willis;Milla Jovovich;Gary Oldman;Ian Holm,126,https://www.imdb.com/title/tt0119116/
The Devil's Advocate,7.5,1997,Keanu Reeves;Al Pacino;Charlize Theron;Jeffrey Jones,144,https://www.imdb.com/title/tt0118971/
Contact,7.5,1997,Jodie Foster;Matthew McConaughey;Tom Skerritt;John Hurt,150,https://www.imdb.com/title/tt0118884/
Nil by Mouth,7.3,1997,Ray Winstone;Kathy Burke;Charlie Creed-Miles;Laila Morse,128,https://www.imdb.com/title/tt0119792/
The Game,7.7,1997,Michael Douglas;Deborah Kara Unger;Sean Penn;James Rebhorn,129,https://www.imdb.com/title/tt0119174/
Mononoke-hime,8.4,1997,Yôji Matsuda;Yuriko Ishida;Yûko Tanaka;Billy Crudup,134,https://www.imdb.com/title/tt0119698/
Gadjo dilo,7.7,1997,Romain Duris;Rona Hartner;Izidor Serban;Ovidiu Balan,102,https://www.imdb.com/title/tt0122082/
As Good as It Gets,7.7,1997,Jack Nicholson;Helen Hunt;Greg Kinnear;Cuba Gooding Jr.,139,https://www.imdb.com/title/tt0119822/
Karakter,7.7,1997,Pavlik Jansen op de Haar;Jan Decleir;Fedja van Huêt;Betty Schuurman,122,https://www.imdb.com/title/tt0119448/
Cats,7.4,1998,Elaine Paige;John Mills;Ken Page;Rosemarie Ford,120,https://www.imdb.com/title/tt0173714/
Mia aioniotita kai mia mera,7.9,1998,Bruno Ganz;Isabelle Renauld;Fabrizio Bentivoglio;Ahilleas Skevis,137,https://www.imdb.com/title/tt0156794/
Satya,8.2,1998,J.D. Chakravarthi;Manoj Bajpayee;Urmila Matondkar;Paresh Rawal,170,https://www.imdb.com/title/tt0195231/
Ghulam,7.3,1998,Aamir Khan;Rani Mukerji;Rajit Kapoor;Mita Vashisht,162,https://www.imdb.com/title/tt0190419/
Kuch Kuch Hota Hai,7.6,1998,Shah Rukh Khan;Kajol;Rani Mukerji;Sana Saeed,177,https://www.imdb.com/title/tt0172684/
Dil Se..,7.6,1998,Shah Rukh Khan;Manisha Koirala;Preity Zinta;Raghuvir Yadav,144,https://www.imdb.com/title/tt0164538/
La vie rêvée des anges,7.5,1998,Élodie Bouchez;Natacha Régnier;Grégoire Colin;Patrick Mercado,113,https://www.imdb.com/title/tt0120449/
Pleasantville,7.5,1998,Tobey Maguire;Jeff Daniels;Joan Allen;William H. Macy,124,https://www.imdb.com/title/tt0120789/
Festen,8.1,1998,Ulrich Thomsen;Henning Moritzen;Thomas Bo Larsen;Paprika Steen,105,https://www.imdb.com/title/tt0154420/
23,7.3,1998,August Diehl;Fabian Busch;Dieter Landuris;Jan-Gregor Kremp,99,https://www.imdb.com/title/tt0126765/
Wandafuru raifu,7.6,1998,Arata Iura;Erika Oda;Susumu Terajima;Takashi Naitô,119,https://www.imdb.com/title/tt0165078/
Saving Private Ryan,8.6,1998,Tom Hanks;Matt Damon;Tom Sizemore;Edward Burns,169,https://www.imdb.com/title/tt0120815/
Elizabeth,7.4,1998,Cate Blanchett;Liz Giles;Rod Culbertson;Paul Fox,124,https://www.imdb.com/title/tt0127536/
A Simple Plan,7.5,1998,Bill Paxton;Billy Bob Thornton;Bridget Fonda;Brent Briscoe,121,https://www.imdb.com/title/tt0120324/
Waking Ned,7.4,1998,Ian Bannen;David Kelly;Fionnula Flanagan;Susan Lynch,91,https://www.imdb.com/title/tt0166396/
Savior,7.3,1998,Dennis Quaid;Nastassja Kinski;Pascal Rollin;Catlin Foster,103,https://www.imdb.com/title/tt0120070/
SLC Punk!,7.4,1998,Matthew Lillard;Michael A. Goorjian;Annabeth Gish;Jennifer Lien,97,https://www.imdb.com/title/tt0133189/
Buffalo '66,7.5,1998,Vincent Gallo;Christina Ricci;Ben Gazzara;Mickey Rourke,110,https://www.imdb.com/title/tt0118789/
The Thin Red Line,7.6,1998,Jim Caviezel;Sean Penn;Nick Nolte;Kirk Acevedo,170,https://www.imdb.com/title/tt0120863/
Her Sey Çok Güzel Olacak,8.1,1998,Cem Yilmaz;Mazhar Alanson;Ceyda Düvenci;Selim Nasit,107,https://www.imdb.com/title/tt0263438/
Pi,7.4,1998,Sean Gullette;Mark Margolis;Ben Shenkman;Pamela Hart,84,https://www.imdb.com/title/tt0138704/
Les Misérables,7.4,1998,Liam Neeson;Geoffrey Rush;Uma Thurman;Christopher Adamson,134,https://www.imdb.com/title/tt0119683/
Gods and Monsters,7.4,1998,Ian McKellen;Brendan Fraser;Lynn Redgrave;Lolita Davidovich,105,https://www.imdb.com/title/tt0120684/
Seul contre tous,7.4,1998,Philippe Nahon;Blandine Lenoir;Frankie Pain;Martine Audrain,93,https://www.imdb.com/title/tt0157016/
Ajans-E Shisheh-I,7.9,1998,Parviz Parastui;Reza Kianian;Habib Rezaei;Qasem Zare,114,https://www.imdb.com/title/tt0177511/
Hilary and Jackie,7.3,1998,Emily Watson;Rachel Griffiths;James Frain;David Morrissey,121,https://www.imdb.com/title/tt0150915/
Mulan,7.6,1998,Barry Cook;Ming-Na Wen;Eddie Murphy;BD Wong;Miguel Ferrer,88,https://www.imdb.com/title/tt0120762/
Ronin,7.3,1998,Robert De Niro;Jean Reno;Natascha McElhone;Stellan Skarsgård,122,https://www.imdb.com/title/tt0122690/
The Red Violin,7.6,1998,Carlo Cecchi;Jean-Luc Bideau;Christoph Koncz;Jason Flemyng,130,https://www.imdb.com/title/tt0120802/
Le dîner de cons,7.7,1998,Thierry Lhermitte;Jacques Villeret;Francis Huster;Daniel Prévost,80,https://www.imdb.com/title/tt0119038/
Kirikou en de heks,7.5,1998,Raymond Burlet;Doudou Gueye Thiaw;Maimouna N'Diaye;Awa Sene Sarr;Robert Liensol,71,https://www.imdb.com/title/tt0181627/
Train de vie,7.7,1998,Lionel Abelanski;Rufus;Clément Harari;Michel Muller,103,https://www.imdb.com/title/tt0170705/
"Lock, Stock and Two Smoking Barrels",8.2,1998,Jason Flemyng;Dexter Fletcher;Nick Moran;Jason Statham,107,https://www.imdb.com/title/tt0120735/
Lajanje na zvezde,8.7,1998,Dragan Micanovic;Natasa Tapuskovic;Nikola Simic;Velimir 'Bata' Zivojinovic,95,https://www.imdb.com/title/tt0187231/
The Negotiator,7.3,1998,Samuel L. Jackson;Kevin Spacey;David Morse;Ron Rifkin,140,https://www.imdb.com/title/tt0120768/
Get Real,7.5,1998,Ben Silverstone;Brad Gorton;Charlotte Brittain;Stacy Hart,108,https://www.imdb.com/title/tt0162973/
Earth,7.7,1998,Aamir Khan;Nandita Das;Rahul Khanna;Maia Sethna,110,https://www.imdb.com/title/tt0150433/
The General,7.3,1998,Brendan Gleeson;Adrian Dunbar;Sean McGinley;Maria Doyle Kennedy,124,https://www.imdb.com/title/tt0120706/
Los amantes del Círculo Polar,7.7,1998,Najwa Nimri;Fele Martínez;Nancho Novo;Maru Valdivielso,112,https://www.imdb.com/title/tt0133363/
Lola rennt,7.7,1998,Franka Potente;Moritz Bleibtreu;Herbert Knaup;Nina Petri,81,https://www.imdb.com/title/tt0130827/
Rushmore,7.7,1998,Jason Schwartzman;Bill Murray;Olivia Williams;Seymour Cassel,93,https://www.imdb.com/title/tt0128445/
Enemy of the State,7.3,1998,Will Smith;Gene Hackman;Jon Voight;Lisa Bonet,132,https://www.imdb.com/title/tt0120660/
Rounders,7.3,1998,Matt Damon;Edward Norton;Gretchen Mol;John Malkovich,121,https://www.imdb.com/title/tt0128442/
Sibirskiy tsiryulnik,7.8,1998,Julia Ormond;Oleg Menshikov;Aleksey Petrenko;Richard Harris,180,https://www.imdb.com/title/tt0120125/
Happiness,7.7,1998,Jane Adams;Jon Lovitz;Philip Seymour Hoffman;Dylan Baker,134,https://www.imdb.com/title/tt0147612/
Rane,8.0,1998,Dusan Pekic;Milan Maric;Dragan Bjelogrlic;Branka Katic,103,https://www.imdb.com/title/tt0165546/
Central do Brasil,8.0,1998,Fernanda Montenegro;Vinícius de Oliveira;Marília Pêra;Soia Lira,108,https://www.imdb.com/title/tt0140888/
My Name Is Joe,7.5,1998,Peter Mullan;Louise Goodall;Gary Lewis;Lorraine McIntosh,105,https://www.imdb.com/title/tt0151691/
La leggenda del pianista sull'oceano,8.1,1998,Tim Roth;Pruitt Taylor Vince;Mélanie Thierry;Bill Nunn,169,https://www.imdb.com/title/tt0120731/
The Truman Show,8.1,1998,Jim Carrey;Ed Harris;Laura Linney;Noah Emmerich,103,https://www.imdb.com/title/tt0120382/
Gemide,8.0,1998,Erkan Can;Haldun Boysan;Yildiray Sahinler;Naci Tasdögen,102,https://www.imdb.com/title/tt0200654/
Gunda,7.3,1998,Mithun Chakraborty;Mukesh Rishi;Mohan Joshi;Shakti Kapoor,129,https://www.imdb.com/title/tt0497915/
"Crna macka, beli macor",8.1,1998,Bajram Severdzan;Srdjan 'Zika' Todorovic;Branka Katic;Florijan Ajdini,127,https://www.imdb.com/title/tt0118843/
Fear and Loathing in Las Vegas,7.6,1998,Johnny Depp;Benicio Del Toro;Tobey Maguire;Michael Lee Gogin,118,https://www.imdb.com/title/tt0120669/
Fucking Åmål,7.5,1998,Alexandra Dahlström;Rebecka Liljeberg;Erica Carlson;Mathias Rust,89,https://www.imdb.com/title/tt0150662/
Following,7.5,1998,Jeremy Theobald;Alex Haw;Lucy Russell;John Nolan,69,https://www.imdb.com/title/tt0154506/
The Mighty,7.3,1998,Kieran Culkin;Elden Henson;Sharon Stone;Harry Dean Stanton,100,https://www.imdb.com/title/tt0119670/
The Big Lebowski,8.1,1998,Ethan Coen;Jeff Bridges;John Goodman;Julianne Moore;Steve Buscemi,117,https://www.imdb.com/title/tt0118715/
Dark City,7.6,1998,Rufus Sewell;Kiefer Sutherland;Jennifer Connelly;William Hurt,100,https://www.imdb.com/title/tt0118929/
American History X,8.5,1998,Edward Norton;Edward Furlong;Beverly D'Angelo;Jennifer Lien,119,https://www.imdb.com/title/tt0120586/
Eyes Wide Shut,7.4,1999,Tom Cruise;Nicole Kidman;Todd Field;Sydney Pollack,159,https://www.imdb.com/title/tt0120663/
A Room for Romeo Brass,7.6,1999,Martin Arrowsmith;Dave Blant;Darren Campbell;Paddy Considine,90,https://www.imdb.com/title/tt0202559/
The Cider House Rules,7.4,1999,Tobey Maguire;Charlize Theron;Michael Caine;Delroy Lindo,126,https://www.imdb.com/title/tt0124315/
Padayappa,8.2,1999,Shivaji Ganesan;Rajinikanth;Ramya Krishnan;Soundarya,181,https://www.imdb.com/title/tt0213969/
Bang Boom Bang - Ein todsicheres Ding,7.6,1999,Oliver Korittke;Markus Knüfken;Ralf Richter;Diether Krebs,110,https://www.imdb.com/title/tt0135790/
Hei kek ji wong,7.3,1999,Lik-Chi Lee;Stephen Chow;Karen Mok;Cecilia Cheung;Man-Tat Ng,85,https://www.imdb.com/title/tt0188766/
Rang-e khoda,8.2,1999,Hossein Mahjoub;Mohsen Ramezani;Salameh Feyzi;Farahnaz Safari,90,https://www.imdb.com/title/tt0191043/
Pelísky,8.2,1999,Michael Beran;Miroslav Donutil;Simona Stasová;Kristýna Nováková,115,https://www.imdb.com/title/tt0167331/
La lengua de las mariposas,7.6,1999,Manuel Lozano;Fernando Fernán Gómez;Uxía Blanco;Gonzalo Uriarte,96,https://www.imdb.com/title/tt0188030/
The Hurricane,7.6,1999,Denzel Washington;Vicellous Shannon;Deborah Kara Unger;Liev Schreiber,146,https://www.imdb.com/title/tt0174856/
American Beauty,8.3,1999,Kevin Spacey;Annette Bening;Thora Birch;Wes Bentley,122,https://www.imdb.com/title/tt0169547/
The Talented Mr. Ripley,7.4,1999,Matt Damon;Gwyneth Paltrow;Jude Law;Cate Blanchett,139,https://www.imdb.com/title/tt0134119/
Tarzan,7.3,1999,Kevin Lima;Tony Goldwyn;Minnie Driver;Brian Blessed;Glenn Close,88,https://www.imdb.com/title/tt0120855/
Dogma,7.3,1999,Ben Affleck;Matt Damon;Linda Fiorentino;Bud Cort,130,https://www.imdb.com/title/tt0120655/
The Matrix,8.7,1999,Lilly Wachowski;Keanu Reeves;Laurence Fishburne;Carrie-Anne Moss;Hugo Weaving,136,https://www.imdb.com/title/tt0133093/
De IJzeren reus,8.0,1999,Eli Marienthal;Harry Connick Jr.;Jennifer Aniston;Vin Diesel,86,https://www.imdb.com/title/tt0129167/
The Green Mile,8.6,1999,Tom Hanks;Michael Clarke Duncan;David Morse;Bonnie Hunt,189,https://www.imdb.com/title/tt0120689/
Mudhalvan,8.4,1999,Arjun Sarja;Manisha Koirala;Raghuvaran;Vadivelu,169,https://www.imdb.com/title/tt0220656/
The Straight Story,8.0,1999,Richard Farnsworth;Sissy Spacek;Jane Galloway Heitz;Joseph A. Carpenter,112,https://www.imdb.com/title/tt0166896/
Boys Don't Cry,7.5,1999,Hilary Swank;Chloë Sevigny;Peter Sarsgaard;Brendan Sexton III,118,https://www.imdb.com/title/tt0171804/
Vaastav: The Reality,8.0,1999,Sanjay Dutt;Namrata Shirodkar;Reema Lagoo;Shivaji Satam,145,https://www.imdb.com/title/tt0220832/
La ley de Herodes,8.0,1999,Damián Alcázar;Pedro Armendáriz Jr.;Delia Casanova;Juan Carlos Colombo,123,https://www.imdb.com/title/tt0221344/
Toy Story 2,7.9,1999,Ash Brannon;Lee Unkrich;Tom Hanks;Tim Allen;Joan Cusack;Kelsey Grammer,92,https://www.imdb.com/title/tt0120363/
Thulladha Manamum Thullum,8.3,1999,Joseph Vijay;Simran;Dhamu;Vaiyapuri,170,https://www.imdb.com/title/tt1517561/
Todo sobre mi madre,7.9,1999,Cecilia Roth;Marisa Paredes;Candela Peña;Antonia San Juan,101,https://www.imdb.com/title/tt0185125/
Bakha satang,7.7,1999,Sol Kyung-gu;Kim Yeo-jin;Moon So-ri;Se-beom Park,129,https://www.imdb.com/title/tt0247613/
The War Zone,7.3,1999,Ray Winstone;Annabelle Apsion;Kate Ashfield;Lara Belmont,98,https://www.imdb.com/title/tt0141974/
Man on the Moon,7.4,1999,Jim Carrey;Danny DeVito;Gerry Becker;Greyson Erik Pendry,118,https://www.imdb.com/title/tt0125664/
"South Park: Bigger, Longer & Uncut",7.7,1999,Trey Parker;Matt Stone;Mary Kay Bergman;Isaac Hayes,81,https://www.imdb.com/title/tt0158983/
Office Space,7.7,1999,Ron Livingston;Jennifer Aniston;David Herman;Ajay Naidu,89,https://www.imdb.com/title/tt0151804/
The Boondock Saints,7.7,1999,Willem Dafoe;Sean Patrick Flanery;Norman Reedus;David Della Rocco,108,https://www.imdb.com/title/tt0144117/
Being John Malkovich,7.7,1999,John Cusack;Cameron Diaz;Catherine Keener;John Malkovich,113,https://www.imdb.com/title/tt0120601/
The Sixth Sense,8.1,1999,Bruce Willis;Haley Joel Osment;Toni Collette;Olivia Williams,107,https://www.imdb.com/title/tt0167404/
Sarfarosh,8.1,1999,Aamir Khan;Naseeruddin Shah;Sonali Bendre;Mukesh Rishi,174,https://www.imdb.com/title/tt0200087/
La fille sur le pont,7.5,1999,Vanessa Paradis;Daniel Auteuil;Frédéric Pfluger;Dimitris Georgalas,90,https://www.imdb.com/title/tt0144201/
Sunshine,7.5,1999,Ralph Fiennes;Rosemary Harris;Rachel Weisz;Jennifer Ehle,181,https://www.imdb.com/title/tt0145503/
Cheung foh,7.5,1999,Anthony Chau-Sang Wong;Francis Ng;Jackie Chung-yin Lui;Roy Cheung,84,https://www.imdb.com/title/tt0220644/
Hum Dil De Chuke Sanam,7.5,1999,Aishwarya Rai Bachchan;Salman Khan;Ajay Devgn;Zohra Sehgal,177,https://www.imdb.com/title/tt0150992/
Ghost Dog: The Way of the Samurai,7.5,1999,Forest Whitaker;Henry Silva;John Tormey;Cliff Gorman,116,https://www.imdb.com/title/tt0165798/
Ratcatcher,7.5,1999,Tommy Flanagan;Mandy Matthews;William Eadie;Michelle Stewart,94,https://www.imdb.com/title/tt0171685/
Himalaya - l'enfance d'un chef,7.5,1999,Michel Debats;Thilen Lhondup;Gurgon Kyap;Lhakpa Tsamchoe;Karma Wangel,108,https://www.imdb.com/title/tt0210727/
Bad ma ra khahad bord,7.5,1999,Behzad Dorani;Noghre Asadi;Roushan Karam Elmi;Bahman Ghobadi,118,https://www.imdb.com/title/tt0209463/
Yi ge dou bu neng shao,7.7,1999,Minzhi Wei;Huike Zhang;Zhenda Tian;Enman Gao,106,https://www.imdb.com/title/tt0209189/
Angela's Ashes,7.3,1999,Emily Watson;Robert Carlyle;Joe Breen;Ciaran Owens,145,https://www.imdb.com/title/tt0145653/
Magnolia,8.0,1999,Tom Cruise;Jason Robards;Julianne Moore;Philip Seymour Hoffman,188,https://www.imdb.com/title/tt0175880/
Rosetta,7.5,1999,Luc Dardenne;Émilie Dequenne;Fabrizio Rongione;Anne Yernaux;Olivier Gourmet,95,https://www.imdb.com/title/tt0200071/
Gloomy Sunday - Ein Lied von Liebe und Tod,7.8,1999,Joachim Król;Erika Marozsán;Stefano Dionisi;Ben Becker,112,https://www.imdb.com/title/tt0155722/
Am zin,7.4,1999,Andy Lau;Ching Wan Lau;YoYo Mung;Waise Lee,93,https://www.imdb.com/title/tt0216165/
Beau Travail,7.4,1999,Denis Lavant;Michel Subor;Grégoire Colin;Richard Courcet,92,https://www.imdb.com/title/tt0209933/
The Insider,7.8,1999,Russell Crowe;Al Pacino;Christopher Plummer;Diane Venora,157,https://www.imdb.com/title/tt0140352/
October Sky,7.8,1999,Jake Gyllenhaal;Chris Cooper;Laura Dern;Chris Owen,108,https://www.imdb.com/title/tt0132477/
Fight Club,8.8,1999,Brad Pitt;Edward Norton;Meat Loaf;Zach Grenier,139,https://www.imdb.com/title/tt0137523/
Wo de fu qin mu qin,7.8,1999,Ziyi Zhang;Honglei Sun;Hao Zheng;Yulian Zhao,89,https://www.imdb.com/title/tt0235060/
"Girl, Interrupted",7.3,1999,Winona Ryder;Angelina Jolie;Clea DuVall;Brittany Murphy,127,https://www.imdb.com/title/tt0172493/
Galaxy Quest,7.3,1999,Tim Allen;Sigourney Weaver;Alan Rickman;Tony Shalhoub,102,https://www.imdb.com/title/tt0177789/
Kikujirô no natsu,7.8,1999,Takeshi Kitano;Yusuke Sekiguchi;Kayoko Kishimoto;The Great Gidayû,122,https://www.imdb.com/title/tt0199683/
Sleepy Hollow,7.3,1999,Johnny Depp;Christina Ricci;Miranda Richardson;Michael Gambon,105,https://www.imdb.com/title/tt0162661/
I Kina spiser de hunde,7.4,1999,Kim Bodnia;Dejan Cukic;Nikolaj Lie Kaas;Tomas Villum Jensen,91,https://www.imdb.com/title/tt0180748/
The Winslow Boy,7.3,1999,Rebecca Pidgeon;Jeremy Northam;Nigel Hawthorne;Matthew Pidgeon,104,https://www.imdb.com/title/tt0155388/
10 Things I Hate About You,7.3,1999,Heath Ledger;Julia Stiles;Joseph Gordon-Levitt;Larisa Oleynik,97,https://www.imdb.com/title/tt0147800/
Topsy-Turvy,7.4,1999,Jim Broadbent;Allan Corduner;Dexter Fletcher;Sukie Smith,160,https://www.imdb.com/title/tt0151568/
Jin-Rô,7.4,1999,Michael Dobson;Yoshikazu Fujiki;Sumi Mutoh;Moneca Stori,102,https://www.imdb.com/title/tt0193253/
Mayis Sikintisi,7.4,1999,Emin Ceylan;Muzaffer Özdemir;Fatma Ceylan;Mehmet Emin Toprak,130,https://www.imdb.com/title/tt0234217/
Remember the Titans,7.8,2000,Denzel Washington;Will Patton;Wood Harris;Ryan Hurst,113,https://www.imdb.com/title/tt0210945/
"O Brother, Where Art Thou?",7.7,2000,Ethan Coen;George Clooney;John Turturro;Tim Blake Nelson;John Goodman,107,https://www.imdb.com/title/tt0190590/
Im Juli,7.7,2000,Moritz Bleibtreu;Christiane Paul;Mehmet Kurtulus;Idil Üner,99,https://www.imdb.com/title/tt0177858/
Alai Payuthey,8.3,2000,Madhavan;Shalini;Swarnamalya;V. Natarajan,156,https://www.imdb.com/title/tt0242256/
Vampire Hunter D: Bloodlust,7.7,2000,Yoshiaki Kawajiri;Andrew Philpot;John Rafter Lee;Pamela Adlon;Wendee Lee,103,https://www.imdb.com/title/tt0216651/
Musíme si pomáhat,7.7,2000,Bolek Polívka;Csongor Kassai;Jaroslav Dusek;Anna Sisková,120,https://www.imdb.com/title/tt0234288/
Amores perros,8.1,2000,Emilio Echevarría;Gael García Bernal;Goya Toledo;Álvaro Guerrero,154,https://www.imdb.com/title/tt0245712/
Fa yeung nin wah,8.1,2000,Tony Chiu-Wai Leung;Maggie Cheung;Siu Ping-Lam;Tung Cho 'Joe' Cheung,98,https://www.imdb.com/title/tt0118694/
Blinkende lygter,7.7,2000,Søren Pilmark;Ulrich Thomsen;Mads Mikkelsen;Nikolaj Lie Kaas,109,https://www.imdb.com/title/tt0236027/
Requiem for a Dream,8.3,2000,Ellen Burstyn;Jared Leto;Jennifer Connelly;Marlon Wayans,102,https://www.imdb.com/title/tt0180093/
High Fidelity,7.5,2000,John Cusack;Iben Hjejle;Todd Louiso;Jack Black,113,https://www.imdb.com/title/tt0146882/
Brat 2,7.8,2000,Sergey Bodrov;Viktor Sukhorukov;Sergey Makovetskiy;Irina Saltykova,122,https://www.imdb.com/title/tt0238883/
Wonder Boys,7.3,2000,Michael Douglas;Tobey Maguire;Frances McDormand;Robert Downey Jr.,107,https://www.imdb.com/title/tt0185014/
Gongdong gyeongbi guyeok JSA,7.8,2000,Lee Yeong-ae;Lee Byung-hun;Kang-ho Song;Kim Tae-Woo,110,https://www.imdb.com/title/tt0260991/
Snatch,8.3,2000,Jason Statham;Brad Pitt;Stephen Graham;Vinnie Jones,104,https://www.imdb.com/title/tt0208092/
Wo hu cang long,7.8,2000,Chow Yun-Fat;Michelle Yeoh;Ziyi Zhang;Chen Chang,120,https://www.imdb.com/title/tt0190332/
Yi yi,8.2,2000,Nien-Jen Wu;Elaine Jin;Issei Ogata;Kelly Lee,173,https://www.imdb.com/title/tt0244316/
